5.184133e-01 5.184133e-01 3.172061e-01
7.749940e-01 7.749940e-01 6.760629e-01
8.529220e-01 8.529220e-01 7.908817e-01
8.906609e-01 8.906609e-01 8.453033e-01
9.129666e-01 9.129666e-01 8.771775e-01
9.277068e-01 9.277068e-01 8.981391e-01
9.381746e-01 9.381746e-01 9.129805e-01
9.459932e-01 9.459932e-01 9.240432e-01
9.520556e-01 9.520556e-01 9.326085e-01
9.568941e-01 9.568941e-01 9.394367e-01
9.608452e-01 9.608452e-01 9.450080e-01
9.641327e-01 9.641327e-01 9.496401e-01
9.669109e-01 9.669109e-01 9.535523e-01
9.692895e-01 9.692895e-01 9.569003e-01
9.713491e-01 9.713491e-01 9.597980e-01
9.731498e-01 9.731498e-01 9.623305e-01
9.747375e-01 9.747375e-01 9.645628e-01
9.761478e-01 9.761478e-01 9.665453e-01
9.774091e-01 9.774091e-01 9.683177e-01
9.785436e-01 9.785436e-01 9.699117e-01
9.795696e-01 9.795696e-01 9.713530e-01
9.805020e-01 9.805020e-01 9.726625e-01
9.813530e-01 9.813530e-01 9.738575e-01
9.821328e-01 9.821328e-01 9.749524e-01
9.828500e-01 9.828500e-01 9.759592e-01
9.835118e-01 9.835118e-01 9.768883e-01
9.841245e-01 9.841245e-01 9.777482e-01
9.846932e-01 9.846932e-01 9.785464e-01
9.852226e-01 9.852226e-01 9.792893e-01
9.857166e-01 9.857166e-01 9.799825e-01
9.861787e-01 9.861787e-01 9.806308e-01
9.866118e-01 9.866118e-01 9.812384e-01
9.870186e-01 9.870186e-01 9.818090e-01
9.874013e-01 9.874013e-01 9.823460e-01
9.877622e-01 9.877622e-01 9.828521e-01
9.881030e-01 9.881030e-01 9.833301e-01
9.884253e-01 9.884253e-01 9.837821e-01
9.887306e-01 9.887306e-01 9.842102e-01
9.890202e-01 9.890202e-01 9.846164e-01
9.892952e-01 9.892952e-01 9.850021e-01
9.895569e-01 9.895569e-01 9.853690e-01
9.898061e-01 9.898061e-01 9.857184e-01
9.900436e-01 9.900436e-01 9.860515e-01
9.902703e-01 9.902703e-01 9.863693e-01
9.904870e-01 9.904870e-01 9.866731e-01
9.906942e-01 9.906942e-01 9.869635e-01
9.908925e-01 9.908925e-01 9.872416e-01
9.910826e-01 9.910826e-01 9.875081e-01
9.912649e-01 9.912649e-01 9.877637e-01
9.914399e-01 9.914399e-01 9.880090e-01
9.916080e-01 9.916080e-01 9.882447e-01
9.917697e-01 9.917697e-01 9.884713e-01
9.919252e-01 9.919252e-01 9.886893e-01
9.920750e-01 9.920750e-01 9.888992e-01
9.922193e-01 9.922193e-01 9.891015e-01
9.923585e-01 9.923585e-01 9.892965e-01
9.924927e-01 9.924927e-01 9.894847e-01
9.926224e-01 9.926224e-01 9.896664e-01
9.927476e-01 9.927476e-01 9.898419e-01
9.928686e-01 9.928686e-01 9.900115e-01
9.929857e-01 9.929857e-01 9.901756e-01
9.930990e-01 9.930990e-01 9.903344e-01
9.932087e-01 9.932087e-01 9.904881e-01
9.933150e-01 9.933150e-01 9.906370e-01
9.934179e-01 9.934179e-01 9.907813e-01
9.935178e-01 9.935178e-01 9.909212e-01
9.936147e-01 9.936147e-01 9.910570e-01
9.937087e-01 9.937087e-01 9.911887e-01
9.938000e-01 9.938000e-01 9.913166e-01
9.938887e-01 9.938887e-01 9.914409e-01
9.939748e-01 9.939748e-01 9.915617e-01
9.940586e-01 9.940586e-01 9.916791e-01
9.941401e-01 9.941401e-01 9.917932e-01
9.942194e-01 9.942194e-01 9.919043e-01
9.942966e-01 9.942966e-01 9.920124e-01
9.943717e-01 9.943717e-01 9.921177e-01
9.944449e-01 9.944449e-01 9.922202e-01
9.945162e-01 9.945162e-01 9.923201e-01
9.945856e-01 9.945856e-01 9.924175e-01
9.946534e-01 9.946534e-01 9.925124e-01
9.947195e-01 9.947195e-01 9.926050e-01
9.947839e-01 9.947839e-01 9.926953e-01
9.948469e-01 9.948469e-01 9.927834e-01
9.949083e-01 9.949083e-01 9.928695e-01
9.949682e-01 9.949682e-01 9.929535e-01
9.950268e-01 9.950268e-01 9.930355e-01
9.950840e-01 9.950840e-01 9.931157e-01
9.951399e-01 9.951399e-01 9.931940e-01
9.951946e-01 9.951946e-01 9.932706e-01
9.952480e-01 9.952480e-01 9.933455e-01
9.953003e-01 9.953003e-01 9.934187e-01
9.953514e-01 9.953514e-01 9.934903e-01
9.954015e-01 9.954015e-01 9.935604e-01
9.954504e-01 9.954504e-01 9.936290e-01
9.954984e-01 9.954984e-01 9.936961e-01
9.955453e-01 9.955453e-01 9.937619e-01
9.955913e-01 9.955913e-01 9.938263e-01
9.956363e-01 9.956363e-01 9.938894e-01
9.956804e-01 9.956804e-01 9.939512e-01
